entry_date,exit_date,entry_price,exit_price,stop_level,shares,hold_days,pnl,pnl_pct,exit_reason,atr_mult
2018-07-03,2018-07-10,4542.867955078124,4828.780690917969,4614.376432246107,2100,7,552883.4277152214,6.29366159587017,signal,1.5
2018-08-13,2018-08-21,4506.52557421875,4701.708028564453,4527.06388844366,2300,8,397865.73568525724,4.331107216218122,signal,1.5
2018-09-05,2018-09-19,4324.811227294922,4300.442841009279,4302.594138078318,2500,14,-112642.02964107692,-0.5634554898453992,stop_loss,1.5
2019-07-26,2019-07-31,5027.0782009277345,5323.00171850586,5146.653663559061,2100,5,568964.2644266617,5.886590694441818,signal,1.5
2019-12-12,2019-12-17,5742.543176513672,5981.322783935547,5817.93654329894,1900,5,399993.58469486237,4.15808118602321,signal,1.5
2020-01-31,2020-02-12,5893.167767578125,5735.475276463215,5738.344448687559,1900,12,-352492.53753259964,-2.675852738869433,stop_loss,1.5
2020-05-26,2020-06-09,4518.721610595703,4739.9159658203125,4409.5461028906375,2500,14,497157.5696589947,4.895064894149326,signal,1.5
2021-01-26,2021-01-28,5165.290827392578,4994.180935283029,4996.679274920489,2300,2,-449436.2596060075,-3.312686503577278,stop_loss,1.5
2021-05-17,2021-06-02,4988.53208203125,5062.026314453125,4906.737940962986,2300,16,113473.13385443576,1.4732637018934458,signal,1.5
2021-06-18,2021-07-01,4693.933196044922,5140.508050048828,4933.832881921513,2400,13,1014597.3782070708,9.513873234927761,signal,1.5
2022-02-25,2022-03-07,5089.193715820312,4956.051622025248,4958.530887468983,2400,10,-377241.8677415885,-2.6161726440315447,stop_loss,1.5
2023-03-01,2023-03-15,5366.991725097656,5214.374356885614,5216.982848309769,2200,14,-391459.9438743312,-2.8436296538032146,stop_loss,1.5
2023-09-06,2023-09-14,6090.264313476562,6006.000118387727,6009.004620698075,1900,8,-215180.88549275324,-1.3835884741878135,stop_loss,1.5
2023-11-02,2023-11-29,5735.92170336914,5685.9397875976565,5540.1804582847835,2000,27,-154738.78478383832,-0.8713842056478183,signal,1.5
2023-12-18,2023-12-28,5558.750154052734,5708.063973876953,5571.291205473694,2000,10,244397.6180145517,2.686104172452497,signal,1.5
2024-02-05,2024-02-12,5580.896964111328,5663.816089355469,5548.352574111714,2000,7,111780.7087063957,1.4857669972651921,signal,1.5
2024-04-16,2024-05-16,5448.018546386718,5442.573250488282,5366.743951138235,2100,30,-66317.98648227379,-0.09995002498749406,signal,1.5
2024-06-19,2024-06-28,5248.700187011718,5376.200691650391,5213.63348029845,2200,9,224261.38301064074,2.429182466054769,signal,1.5
2025-12-09,2025-12-11,6565.38261328125,6380.40911863633,6383.6009190958775,1800,2,-388711.6344975587,-2.817406167170411,stop_loss,1.5
2026-06-02,2026-06-03,6301.808997802734,6062.671697970795,6065.704550245918,1800,1,-483646.47273338214,-3.794740524749618,stop_loss,1.5
2026-06-04,2026-06-08,5990.312507080078,5714.775287627226,5717.634104679566,1800,4,-546284.990790762,-4.5997136063801065,stop_loss,1.5
