entry_date,exit_date,entry_price,exit_price,stop_level,shares,hold_days,pnl,pnl_pct,exit_reason,atr_mult
2024-04-03,2024-04-22,8755.7037890625,8695.126185821415,8699.475923783306,1100,19,-112672.2370171044,-0.6918644657298412,stop_loss,2.0
2024-05-29,2024-06-04,8410.990502929688,8586.246721191406,8166.080200356178,1100,6,147812.74289616756,2.0836573076699283,signal,2.0
2024-07-17,2024-07-18,9008.492229492187,9274.983235351563,8968.245302699766,1100,1,244725.161164904,2.958219856003552,signal,2.0
2024-08-05,2024-08-08,9077.43488671875,9389.773467773439,9086.298188710341,1100,3,294647.2228847202,3.4408242521428045,signal,2.0
2024-09-30,2024-10-10,9491.091807128905,9642.309246093751,9334.698496947954,1100,10,115743.83448939212,1.593256519247488,signal,2.0
2024-10-30,2024-11-08,9514.071064453125,9282.348347714824,9286.991843636642,1100,9,-304390.08816604875,-2.435578998396104,stop_loss,2.0
2024-12-02,2024-12-03,9007.231833984375,9413.532090332032,9014.819965192246,1100,1,398076.0000812374,4.510822679335091,signal,2.0
2024-12-17,2025-01-02,9145.804992187499,9136.663757812501,8783.190966640766,1100,16,-58316.04763359018,-0.09995002498748295,signal,2.0
2025-01-24,2025-02-06,8637.704389160155,8338.65622447786,8342.827638297007,1200,13,-407570.2872872241,-3.4621254815988434,stop_loss,2.0
2025-02-27,2025-03-04,7875.553973144531,8167.623617919922,7737.9486752279045,1300,5,329445.97885478474,3.7085600044307165,signal,2.0
2025-03-17,2025-03-21,7944.8405522460935,7527.877676494086,7531.643498243207,1300,4,-590055.5934820399,-5.248222075824138,stop_loss,2.0
2025-06-03,2025-06-17,8617.80675,8632.975298339845,8336.232825551686,1100,14,-28865.00413537398,0.1760140228236784,signal,2.0
2025-06-20,2025-07-11,8284.522026855468,8204.894523925781,7997.694141429733,1200,21,-142994.74668011628,-0.9611598915611919,signal,2.0
2025-07-31,2025-08-05,7879.817822753906,8014.6361850585945,7756.432954811591,1200,5,115925.11620574445,1.7109324775933965,signal,2.0
2025-08-26,2025-09-01,7856.011980468749,7619.899340367613,7623.711195965596,1200,6,-327764.12514131144,-3.0055025461792617,stop_loss,2.0
2025-09-08,2025-09-12,7332.278076416015,7538.989849853516,7185.432924234221,1300,4,222192.58688605577,2.8192025900160678,signal,2.0
2025-12-09,2025-12-15,7764.163833251952,7947.9195600585945,7629.7348882305605,1200,6,175145.818559153,2.366716245987277,signal,2.0
2026-01-21,2026-01-28,7380.748588623046,7080.124878678587,7083.666712034604,1300,7,-435733.3427343145,-4.073078852839551,stop_loss,2.0
2026-04-24,2026-05-07,6053.025,6221.887500000001,5870.95699008142,1500,13,208977.4181250017,2.7897208420583297,signal,2.0
2026-05-29,2026-06-04,5702.849999999999,5499.248600056515,5501.999599856443,1700,6,-391653.88100220077,-3.570169300323245,stop_loss,2.0
2026-06-05,2026-06-10,5077.537499999999,5647.175,5191.39608092497,1800,5,978504.0682500023,11.218774849028712,signal,2.0
