entry_date,exit_date,entry_price,exit_price,shares,hold_days,pnl,pnl_pct
2021-10-28,2021-10-29,6322.356375732422,6401.678906982423,1500,1,73117.7779587917,1.2546355588949565
2021-11-02,2021-11-05,6258.061060546875,6380.268718994141,1600,3,146903.30103543028,1.9528038679217818
2021-11-15,2021-11-17,6429.514908691406,6509.088554199219,1500,2,72721.8155611828,1.237630624360886
2021-11-25,2021-12-02,6386.579877685546,6444.642765869141,1600,7,43582.27583195642,0.9091389960761864
2021-12-16,2021-12-17,6257.55739086914,6444.642765869141,1600,1,250410.48309812695,2.989750845481498
2022-01-31,2022-02-02,6558.608720214844,6702.428359375001,1600,2,179073.9845592957,2.1928376168695474
2022-03-04,2022-03-09,6795.149294677734,6745.393194335938,1500,5,-123342.78639788926,-0.7322296859727295
2022-03-18,2022-03-24,6795.149294677734,6809.838982666016,1500,6,-26954.44308200665,0.21617903229569357
2022-04-06,2022-04-08,6768.290168701172,6848.770678955078,1500,2,71638.98594660684,1.1890818544700643
2022-04-19,2022-04-21,6659.123796386719,6914.204254394532,1600,2,355803.0887310952,3.830540861039733
2022-05-09,2022-05-18,6637.290619628906,6608.844803466797,1600,9,-96355.70923113078,-0.42857572151480117
2022-06-07,2022-06-08,6440.792028808593,6630.656645996094,1600,1,253437.13289500028,2.9478457981296113
2022-09-23,2022-09-29,7314.1195876464835,7306.8091232910165,1500,6,-63595.55704430863,-0.09995002498748295
2022-10-07,2022-10-12,7161.287350341797,7263.186414306641,1500,5,100844.06609655917,1.4229154477369388
2022-11-16,2022-11-18,7510.618666992187,7699.4139921875,1400,2,213075.58881095797,2.5137120331382823
2022-12-06,2022-12-12,7605.695478515625,7619.989856933594,1500,6,-33381.62036447786,0.18794308105480884
2022-12-15,2022-12-19,7452.266751708984,7576.197311035156,1500,4,131700.42044388503,1.662991455556151
2023-01-04,2023-01-09,7320.756205078124,7401.025663330079,1500,5,67345.57055797428,1.096464026438615
2023-01-25,2023-01-26,7189.245658447266,7422.922424316406,1600,1,317585.1585401166,3.25036557339744
2023-02-16,2023-02-23,7627.613658691406,7641.886617919922,1500,7,-33571.4668724481,0.18712220973924332
2023-03-01,2023-03-08,7539.94044946289,7510.508004150391,1500,7,-98308.20806777105,-0.3903538165821452
2023-03-16,2023-03-17,7276.918867675781,7335.335868408203,1600,1,37309.409384725615,0.8027710875259553
2023-05-03,2023-05-08,7981.28601196289,8040.311329345704,1400,5,28761.559546971694,0.7395464502129467
2023-05-09,2023-05-17,7981.28601196289,7839.302997070313,1400,8,-251834.0118095372,-1.778949090156201
2023-06-15,2023-06-20,8093.067949218749,8084.978925781251,1400,5,-65677.20799609087,-0.09995002498748295
2023-07-24,2023-07-25,8137.781212646484,8174.315582763672,1400,1,-3686.1011275947094,0.4489475590768066
2023-08-18,2023-08-22,8271.921002929686,8308.32130029297,1300,4,-4433.629607073963,0.4400464819525052
2023-09-06,2023-09-19,8182.493987548828,8107.313944091798,1400,13,-159933.18945973366,-0.9187913070444087
2023-09-25,2023-10-02,8048.355662841796,8107.313944091798,1400,7,28217.27307382971,0.7325506441297591
2023-10-10,2023-10-12,7981.28601196289,8084.978925781251,1400,2,91114.8441152107,1.2992005757335168
2023-10-18,2023-10-20,7914.216361083984,8017.9772871093755,1400,2,91660.49312940054,1.3110701210496067
2024-01-23,2024-01-29,8625.87328125,8572.369874023438,1300,6,-123178.17082428746,-0.6202665571596433
2024-02-26,2024-02-27,8805.579300292968,8864.099912597656,1300,1,20909.35845387727,0.664585603161183
2024-03-04,2024-03-06,8760.65157421875,8931.422679687501,1300,2,166692.16421863437,1.9492968533448396
2024-04-01,2024-04-04,9054.45465234375,9045.40472265625,1200,3,-62982.08066718653,-0.09995002498749406
2024-04-22,2024-04-23,8594.838240234374,8930.614490234375,1300,1,381611.4579184372,3.9067198313070817
2024-05-08,2024-05-16,8617.818474609374,8815.826209960938,1300,8,202888.37951319478,2.297654980027186
2024-07-16,2024-07-18,9146.377543945311,9274.983235351563,1300,2,109629.15949730761,1.406083345984177
2024-08-05,2024-08-08,9077.435863769531,9389.77249169922,1300,3,348216.9074313771,3.4408023655259967
2024-08-27,2024-08-28,9376.186727050781,9504.561748046875,1300,1,107896.14828897081,1.369160243211942
2024-09-30,2024-10-04,9491.090830078125,9619.351980468751,1300,4,107031.54419115372,1.3513847110613986
2024-10-07,2024-10-09,9468.109618652343,9573.435497070313,1300,2,77445.55936133489,1.112427745982969
