entry_date,exit_date,entry_price,exit_price,shares,hold_days,pnl,pnl_pct
2024-12-02,2024-12-04,4910.995286132812,5212.7170446777345,2000,2,554547.9761434086,6.1438006140403845
2024-12-13,2025-01-15,4931.457660644531,4701.666545410157,2100,33,-530871.0073197056,-4.659699647595494
2025-02-06,2025-03-25,4174.345895507812,3875.8084407958986,2300,47,-730729.6797008775,-7.151718189745182
2025-06-19,2025-07-11,4477.195486816406,4472.720528808594,2000,22,-51905.037932613865,-0.09995002498748295
2025-07-31,2025-08-05,4062.8074881591797,4274.733146240234,2200,5,421981.11500480026,5.216236769738658
2025-09-01,2025-10-20,4143.88340625,3869.7584887695316,2300,49,-674407.3698104825,-6.615169651419739
2026-01-09,2026-01-15,4374.6452138671875,4581.441531738282,2000,6,370396.6230454128,4.727156323799031
2026-01-28,2026-02-04,4190.83655859375,4590.622485839844,2200,7,832723.1716668252,9.53952562111473
2026-03-09,2026-04-21,4429.787517333984,4315.1850781250005,2200,43,-298172.7588806581,-2.5870865986356795
2026-04-24,2026-05-07,4135.693766601562,4260.097889404297,2300,13,239641.64776391722,3.0080593444171466
2026-06-03,2026-06-10,4052.0249999999996,4257.87,2400,7,445915.9908000007,5.080052566309434
