entry_date,exit_date,entry_price,exit_price,stop_level,shares,hold_days,pnl,pnl_pct,exit_reason,atr_mult
2024-10-28,2024-11-05,5586.257064697265,5662.44128881836,5302.073654155707,1700,8,83553.73513301276,1.3637794186476926,signal,2.5
2024-11-06,2024-11-25,5361.169968017578,5376.253399658203,4996.185279485082,1800,19,-19249.067083710805,0.28134589521702225,signal,2.5
2024-12-13,2025-01-02,4931.4571721191405,4783.434722900391,4572.959331175542,2000,20,-342528.3570843749,-3.001596567757314,signal,2.5
2025-06-20,2025-06-26,4441.162342529296,4522.217740478516,4184.635601049772,2100,6,124955.79190715589,1.8250942365474865,signal,2.5
2025-06-30,2025-07-10,4396.119812988281,4337.729464355469,4051.4714096836406,2200,10,-174509.26179306768,-1.3282246871502257,signal,2.5
2025-09-01,2025-09-09,4143.88389477539,3971.2198223281457,3973.206425540916,2300,8,-441724.1754637603,-4.166720806655311,stop_loss,2.5
2026-03-04,2026-03-16,4576.834636962891,4354.731078461736,4356.90953322835,2000,12,-486856.5288778469,-4.852776561063155,stop_loss,2.5
2026-04-24,2026-05-06,4135.693766601562,4140.74158178711,3879.043083042801,2100,12,-31118.122472174466,0.1220548587594239,signal,2.5
2026-05-29,2026-06-02,4082.04,4167.915,3930.0233968962148,2100,4,138667.55804999918,2.103727547990708,signal,2.5
2026-06-03,2026-06-08,4052.0249999999996,3795.148202326497,3797.0467256893417,2100,5,-578721.3074165247,-6.339467245969677,stop_loss,2.5
