entry_date,exit_date,entry_price,exit_price,stop_level,shares,hold_days,pnl,pnl_pct,exit_reason,atr_mult
2021-03-30,2021-04-01,2842.9676484375,2727.093599774283,2728.457828688627,3500,2,-452144.90522107854,-4.0758131288233805,stop_loss,1.5
2021-04-05,2021-04-13,2653.4366510009763,2690.0415187641306,2691.3872123703154,3500,8,83167.76202642731,1.3795267261928146,stop_loss,1.5
2021-05-03,2021-05-17,2594.4980167236326,2559.6807006689614,2560.9611812595913,3700,14,-174528.764378028,-1.34196734128319,stop_loss,1.5
2021-06-18,2021-07-07,2529.797225463867,2486.3275803261413,2487.5713660091455,3700,19,-205300.45644149557,-1.7183055108203504,stop_loss,1.5
2021-11-30,2021-12-07,2910.9347204589844,3007.5665093994144,2913.0220912604386,3100,7,255375.11729232967,3.319613739919025,signal,1.5
2022-01-25,2022-02-04,2896.700311889648,2993.346572143555,2915.718253652375,3200,10,263877.83872671984,3.3364259277087527,signal,1.5
2022-06-29,2022-07-20,3092.920931762695,3178.5329853515627,3072.6396878291785,3100,21,218605.05029909872,2.7680000710550434,signal,1.5
2022-10-14,2022-10-24,3159.5147589111325,3326.3716267089844,3230.256042149069,3100,10,468742.6673192419,5.281091576712749,signal,1.5
2023-01-05,2023-01-10,3433.290494384765,3324.633922289156,3326.297070824568,3000,5,-374463.78722873516,-3.1647940153424203,stop_loss,1.5
2023-01-11,2023-01-20,3281.660518066406,3480.4725162353516,3380.321739473255,3000,9,547450.4186626095,6.058274372819272,signal,1.5
2023-02-28,2023-03-07,3498.9395134277343,3622.684821777344,3536.234322222211,3000,7,319774.6118728258,3.536651830496562,signal,1.5
2023-09-07,2023-09-18,4285.571890869141,4183.438309979929,4185.531075517687,2500,11,-306020.3464520108,-2.3831960702098587,stop_loss,1.5
