entry_date,exit_date,entry_price,exit_price,shares,hold_days,pnl,pnl_pct
2021-01-26,2021-02-05,5765.749598144531,5840.221006835938,1700,10,79185.734009685,1.2916171162787426
2021-02-18,2021-03-01,5693.888490234374,5950.01617944336,1700,11,387692.2320671622,4.498291275782296
2021-03-24,2021-04-09,5444.490416015625,5309.753463134766,1900,16,-304911.56245731935,-2.474739462935105
2021-04-13,2021-04-14,5143.612024658203,5399.676740722656,1900,1,438202.3022720646,4.978305417222217
2021-05-19,2021-05-31,5439.369692871093,5459.625267089844,1900,12,-11233.068797305226,0.3723882611858187
2021-06-17,2021-07-12,5426.511216064453,5284.061237548828,1900,25,-319359.8420885764,-2.625074801170979
2021-09-08,2021-09-09,5520.809806640625,5626.625709472656,1800,1,142216.46935549937,1.9166735775746568
2021-11-02,2021-11-05,6258.061060546875,6380.268718994141,1600,3,146903.30103543028,1.9528038679217818
2021-11-26,2021-12-02,6257.55739086914,6444.642765869141,1600,6,250410.48309812695,2.989750845481498
2022-03-07,2022-03-10,6623.119963623047,6809.838982666016,1600,3,247018.49289976805,2.8192003175015357
2022-04-06,2022-04-21,6768.290168701172,6914.204254394532,1600,15,180805.0272561349,2.1558485534221905
2022-05-12,2022-05-27,6353.4588332519525,6608.844803466797,1700,15,381052.8724527396,4.01963681386015
2022-06-10,2022-06-16,6418.9588520507805,6608.844803466797,1800,6,285343.7034007199,2.9582048396423533
2022-06-29,2022-07-18,6353.4588332519525,6238.051777099609,1800,19,-262024.16056040116,-1.8164445411740116
2022-10-07,2022-10-20,7161.287350341797,7415.865895751954,1600,13,351145.7413549237,3.5549271095511426
2022-11-16,2022-11-18,7510.618666992187,7699.4139921875,1500,2,228295.2737260256,2.5137120331382823
2022-12-06,2022-12-19,7605.695478515625,7576.197311035156,1600,13,-105471.93774664216,-0.38784313102981915
2023-01-04,2023-01-17,7320.756205078124,7291.542834472657,1600,13,-102829.25058413856,-0.3990485379803177
2023-03-01,2023-03-13,7539.94044946289,7488.611243164063,1500,12,-131058.09863697179,-0.6807640808686122
2023-03-14,2023-03-21,7298.838024902343,7444.818209228516,1600,7,176835.8708353527,2.0000469092219086
2023-05-11,2023-05-19,7891.85850805664,8040.311329345704,1500,8,165212.08090297878,1.8810882270318352
2023-06-19,2023-06-21,8048.355662841796,8151.983004638672,1500,2,97042.07298603468,1.2875591752897986
2023-08-21,2023-09-20,8204.850375,8174.315582763672,1400,30,-97761.33239438012,-0.37215538176499363
2023-09-26,2023-10-02,8003.641422363281,8107.313944091798,1500,6,97431.58888223954,1.2953169221054939
2023-10-18,2023-10-20,7914.216361083984,8017.9772871093755,1500,2,98207.67121007107,1.3110701210496067
2023-11-01,2023-11-02,7690.650532470702,7906.306099853516,1600,1,284984.0698904712,2.804126471126134
2023-11-21,2023-11-30,7847.146221679687,8017.9772871093755,1600,9,212270.9655614067,2.1769833338612266
2023-12-06,2023-12-14,7907.049693603515,8123.554354980469,1600,8,284676.7349274624,2.7381219262109457
2024-01-24,2024-01-30,8558.484134765624,8662.132587402344,1500,6,93400.72241579741,1.2110608725169891
2024-04-03,2024-04-23,8755.7037890625,8930.614490234375,1500,20,198564.1229264643,1.9976772328727188
2024-05-08,2024-05-17,8617.818474609374,8953.571755859375,1500,9,440121.1020843759,3.896035664237174
2024-05-29,2024-06-04,8410.991479980468,8586.247697265626,1600,6,215000.34424179792,2.083657054014343
2024-06-19,2024-06-20,8319.066634277344,8655.120470214844,1600,1,472236.4159500003,4.039561776712386
2024-07-17,2024-07-18,9008.493206542968,9274.983235351563,1600,1,355962.3045338318,2.9582086892738113
2024-08-05,2024-08-08,9077.435863769531,9389.77249169922,1600,3,428574.6553001553,3.4408023655259967
2024-09-03,2024-09-04,9353.205515624999,9458.646240722657,1600,1,96383.29683179781,1.1273218034342891
2024-09-30,2024-10-10,9491.090830078125,9642.309246093751,1600,10,168356.23459969088,1.5932669776629105
