entry_date,exit_date,entry_price,exit_price,shares,hold_days,pnl,pnl_pct
2021-02-26,2021-03-01,2102.7214896240234,2245.7847490234376,4700,3,623009.9701457135,6.803718899786126
2021-03-31,2021-04-09,2174.4785416259765,2287.1017266845706,4800,9,488923.5879461728,5.179319220799461
2021-04-21,2021-05-31,2165.6389189453125,2119.3221330566407,5100,40,-288545.4235047139,-2.138712297949863
2021-06-25,2021-07-16,2086.0850017089842,2075.169659790039,5100,21,-106574.16672147438,-0.523245309275655
2021-08-02,2021-08-04,2006.5310844726562,2057.508328857422,5300,2,218349.72420408018,2.5405658940072406
2021-09-27,2021-09-30,2086.0850017089842,2172.3051497802735,5200,3,394975.8884951342,4.133108094859761
2021-11-09,2021-11-10,2430.8192944335938,2525.52566796875,4600,1,380713.4452176653,3.896068035663003
2021-12-27,2022-01-04,2475.015942260742,2534.3559674072267,4700,8,222252.9539883267,2.39756133014164
2022-04-19,2022-04-20,2806.0114354248044,2904.973544433594,4200,1,357866.30881102383,3.526789226851723
2022-06-29,2022-07-20,2944.923141723633,2923.4764953613285,4100,21,-145632.33688932098,-0.7282582712753505
2022-11-17,2022-11-23,3667.2628908691404,3774.615166259766,3300,6,295145.70332220756,2.9273133283657993
2023-01-05,2023-01-17,3639.4802076416013,3608.088119873047,3400,12,-165819.88941639662,-0.8625431648904724
2023-03-14,2023-03-21,3676.523378173828,3885.6336038818363,3300,7,629826.429666128,5.6877164701146565
2023-05-09,2023-05-22,3932.313318603515,4064.515309692383,3200,13,361419.2044333238,3.361939407611003
2023-10-18,2023-11-02,4555.254516357421,4589.596143798828,2900,15,35892.76362560317,0.7538904207896602
2023-12-06,2023-12-14,4516.320508300781,4628.491725341797,2900,8,261485.98800808564,2.4836859305014114
2024-04-16,2024-04-24,5422.557091552734,5764.651876708985,2400,8,756178.6469756253,6.308735516849895
2024-05-02,2024-05-17,5177.007620361328,5376.253399658203,2700,15,469309.4908897858,3.8486669116196692
2024-05-21,2024-06-06,4931.457660644531,5049.180689697266,2900,16,271760.8429424241,2.387185233125355
2024-09-27,2024-10-17,5770.419412353515,5907.745821289062,2600,20,283998.38784287684,2.379834100820366
