,Close,Equity
2021-01-25,3018.3544921875,10000000.0
2021-01-26,2936.265380859375,10000000.0
2021-01-27,2917.321533203125,10000000.0
2021-01-28,2822.603271484375,10000000.0
2021-01-29,2639.481689453125,10000000.0
2021-02-01,2778.40185546875,10000000.0
2021-02-02,2753.1435546875,10000000.0
2021-02-03,2765.772705078125,10000000.0
2021-02-04,2835.232421875,10000000.0
2021-02-05,2822.603271484375,10000000.0
2021-02-08,2816.289306640625,10000000.0
2021-02-09,2917.321533203125,10000000.0
2021-02-10,2936.265380859375,10000000.0
2021-02-11,2955.20947265625,10000000.0
2021-02-15,2974.153076171875,10000000.0
2021-02-16,2948.89453125,10000000.0
2021-02-17,2923.63623046875,10000000.0
2021-02-18,2948.89453125,10000000.0
2021-02-19,3024.6689453125,10000000.0
2021-02-22,3024.6689453125,10000000.0
2021-02-23,3024.6689453125,10000000.0
2021-02-24,2986.781982421875,10000000.0
2021-02-25,2986.781982421875,10000000.0
2021-02-26,2974.153076171875,10000000.0
2021-03-01,3049.92724609375,10000000.0
2021-03-02,3030.98388671875,10000000.0
2021-03-03,3062.556396484375,10000000.0
2021-03-04,3005.725830078125,10000000.0
2021-03-05,3012.0400390625,10000000.0
2021-03-08,2986.781982421875,10000000.0
2021-03-09,2892.063720703125,10000000.0
2021-03-10,2923.63623046875,10000000.0
2021-03-12,2892.063720703125,10000000.0
2021-03-15,2885.748779296875,10000000.0
2021-03-16,2980.467041015625,10000000.0
2021-03-17,2948.89453125,10000000.0
2021-03-18,3005.725830078125,10000000.0
2021-03-19,2948.89453125,10000000.0
2021-03-22,2923.63623046875,10000000.0
2021-03-23,2948.89453125,10000000.0
2021-03-24,2948.89453125,10000000.0
2021-03-25,2917.321533203125,10000000.0
2021-03-26,2980.467041015625,10000000.0
2021-03-29,2980.467041015625,10000000.0
2021-03-30,2841.54736328125,10000000.0
2021-03-31,2778.40185546875,9976652.186227893
2021-04-01,2708.94140625,9733540.613962268
2021-04-05,2652.110595703125,9524307.691924727
2021-04-06,2716.071044921875,9524307.691924727
2021-04-07,2716.071044921875,9524307.691924727
2021-04-08,2813.07421875,9524307.691924727
2021-04-09,2813.07421875,9524307.691924727
2021-04-12,2722.537841796875,9524307.691924727
2021-04-13,2690.203857421875,9524307.691924727
2021-04-14,2813.07421875,9524307.691924727
2021-04-15,2851.875,9524307.691924727
2021-04-16,2806.60693359375,9524307.691924727
2021-04-19,2832.474609375,9524307.691924727
2021-04-20,2787.206787109375,9524307.691924727
2021-04-21,2735.47216796875,9524307.691924727
2021-04-22,2716.071044921875,9524307.691924727
2021-04-23,2748.4052734375,9524307.691924727
2021-04-26,2677.270263671875,9524307.691924727
2021-04-27,2696.6708984375,9524307.691924727
2021-04-28,2670.8037109375,9524307.691924727
2021-04-29,2690.203857421875,9524307.691924727
2021-04-30,2619.06884765625,9524307.691924727
2021-05-03,2593.201416015625,9524307.691924727
2021-05-04,2625.535888671875,9524307.691924727
2021-05-05,2644.9365234375,9524307.691924727
2021-05-06,2657.869873046875,9524307.691924727
2021-05-07,2619.06884765625,9524307.691924727
2021-05-10,2619.06884765625,9524307.691924727
2021-05-11,2580.267578125,9524307.691924727
2021-05-17,2522.06640625,9524307.691924727
2021-05-18,2522.06640625,9524307.691924727
2021-05-19,2502.666015625,9524307.691924727
2021-05-20,2509.1328125,9524307.691924727
2021-05-21,2515.599365234375,9524307.691924727
2021-05-24,2612.60205078125,9524307.691924727
2021-05-25,2625.535888671875,9524307.691924727
2021-05-27,2554.400390625,9524307.691924727
2021-05-28,2632.00244140625,9524307.691924727
2021-05-31,2754.872314453125,9524307.691924727
2021-06-02,2754.872314453125,9524307.691924727
2021-06-03,2819.540771484375,9524307.691924727
2021-06-04,2806.60693359375,9524307.691924727
2021-06-07,2748.4052734375,9524307.691924727
2021-06-08,2716.071044921875,9524307.691924727
2021-06-09,2729.005126953125,9524307.691924727
2021-06-10,2780.739990234375,9524307.691924727
2021-06-11,2767.805908203125,9524307.691924727
2021-06-14,2813.07421875,9524307.691924727
2021-06-15,2735.47216796875,9524307.691924727
2021-06-16,2593.201416015625,9524307.691924727
2021-06-17,2606.134765625,9524307.691924727
2021-06-18,2528.533203125,9524307.691924727
2021-06-21,2547.933837890625,9524307.691924727
2021-06-22,2612.60205078125,9524307.691924727
2021-06-23,2547.933837890625,9524307.691924727
2021-06-24,2580.267578125,9524307.691924727
2021-06-25,2580.267578125,9524307.691924727
2021-06-28,2541.466552734375,9524307.691924727
2021-06-29,2522.06640625,9524307.691924727
2021-06-30,2547.933837890625,9524307.691924727
2021-07-01,2547.933837890625,9524307.691924727
2021-07-02,2580.267578125,9524307.691924727
2021-07-05,2522.06640625,9524307.691924727
2021-07-06,2515.599365234375,9524307.691924727
2021-07-07,2470.33154296875,9524307.691924727
2021-07-08,2502.666015625,9524307.691924727
2021-07-09,2457.397705078125,9524307.691924727
2021-07-12,2431.53076171875,9524307.691924727
2021-07-13,2444.4638671875,9524307.691924727
2021-07-14,2399.196533203125,9524307.691924727
2021-07-15,2463.864501953125,9524307.691924727
2021-07-16,2483.265380859375,9524307.691924727
2021-07-19,2444.4638671875,9524307.691924727
2021-07-21,2470.33154296875,9524307.691924727
2021-07-22,2522.06640625,9524307.691924727
2021-07-23,2502.666015625,9524307.691924727
2021-07-26,2476.798583984375,9524307.691924727
2021-07-27,2457.397705078125,9524307.691924727
2021-07-28,2412.1298828125,9524307.691924727
2021-07-29,2437.99755859375,9524307.691924727
2021-07-30,2399.196533203125,9524307.691924727
2021-08-02,2418.5966796875,9524307.691924727
2021-08-03,2425.0634765625,9524307.691924727
2021-08-04,2489.732177734375,9524307.691924727
2021-08-05,2619.06884765625,9524307.691924727
2021-08-06,2541.466552734375,9524307.691924727
2021-08-09,2489.732177734375,9524307.691924727
2021-08-10,2470.33154296875,9524307.691924727
2021-08-12,2463.864501953125,9524307.691924727
2021-08-13,2502.666015625,9524307.691924727
2021-08-16,2541.466552734375,9524307.691924727
2021-08-18,2632.00244140625,9524307.691924727
2021-08-19,2509.1328125,9524307.691924727
2021-08-20,2541.466552734375,9524307.691924727
2021-08-23,2560.8671875,9524307.691924727
2021-08-24,2515.599365234375,9524307.691924727
2021-08-25,2515.599365234375,9524307.691924727
2021-08-26,2502.666015625,9524307.691924727
2021-08-27,2483.265380859375,9524307.691924727
2021-08-30,2547.933837890625,9524307.691924727
2021-08-31,2541.466552734375,9524307.691924727
2021-09-01,2515.599365234375,9524307.691924727
2021-09-02,2502.666015625,9524307.691924727
2021-09-03,2541.466552734375,9524307.691924727
2021-09-06,2489.732177734375,9524307.691924727
2021-09-07,2528.533203125,9524307.691924727
2021-09-08,2653.38916015625,9524307.691924727
2021-09-09,2653.38916015625,9524307.691924727
2021-09-10,2688.95703125,9524307.691924727
2021-09-13,2632.0478515625,9524307.691924727
2021-09-14,2632.0478515625,9524307.691924727
2021-09-15,2603.593505859375,9524307.691924727
2021-09-16,2589.3662109375,9524307.691924727
2021-09-17,2568.02490234375,9524307.691924727
2021-09-20,2553.7978515625,9524307.691924727
2021-09-21,2539.570556640625,9524307.691924727
2021-09-22,2568.02490234375,9524307.691924727
2021-09-23,2681.843505859375,9524307.691924727
2021-09-24,2717.411865234375,9524307.691924727
2021-09-27,2667.6162109375,9524307.691924727
2021-09-28,2646.27490234375,9524307.691924727
2021-09-29,2660.502197265625,9524307.691924727
2021-09-30,2738.752685546875,9524307.691924727
2021-10-01,2774.32080078125,9524307.691924727
2021-10-04,2824.1162109375,9524307.691924727
2021-10-05,2795.66162109375,9524307.691924727
2021-10-06,2930.821044921875,9524307.691924727
2021-10-07,2930.821044921875,9524307.691924727
2021-10-08,2959.275634765625,9524307.691924727
2021-10-11,2973.5029296875,9524307.691924727
2021-10-12,3001.95751953125,9524307.691924727
2021-10-13,3044.6396484375,9524307.691924727
2021-10-14,3023.29833984375,9524307.691924727
2021-10-15,3073.09375,9524307.691924727
2021-10-18,3137.11669921875,9524307.691924727
2021-10-19,3130.0029296875,9524307.691924727
2021-10-21,3101.548095703125,9524307.691924727
2021-10-22,3130.0029296875,9524307.691924727
2021-10-25,3058.86669921875,9524307.691924727
2021-10-26,3094.43505859375,9524307.691924727
2021-10-27,3051.7529296875,9524307.691924727
2021-10-28,3016.18505859375,9524307.691924727
2021-10-29,3023.29833984375,9524307.691924727
2021-11-01,3009.0712890625,9524307.691924727
2021-11-02,2994.843994140625,9524307.691924727
2021-11-03,3051.7529296875,9524307.691924727
2021-11-04,3023.29833984375,9524307.691924727
2021-11-05,3016.18505859375,9524307.691924727
2021-11-08,3009.0712890625,9524307.691924727
2021-11-09,3023.29833984375,9524307.691924727
2021-11-10,3023.29833984375,9524307.691924727
2021-11-11,3023.29833984375,9524307.691924727
2021-11-12,3001.95751953125,9524307.691924727
2021-11-15,2959.275634765625,9524307.691924727
2021-11-16,2937.934814453125,9524307.691924727
2021-11-17,2987.73046875,9524307.691924727
2021-11-18,2973.5029296875,9524307.691924727
2021-11-19,3044.6396484375,9524307.691924727
2021-11-22,3044.6396484375,9524307.691924727
2021-11-23,2994.843994140625,9524307.691924727
2021-11-24,2994.843994140625,9524307.691924727
2021-11-25,3001.95751953125,9524307.691924727
2021-11-26,2959.275634765625,9524307.691924727
2021-11-29,2966.38916015625,9524307.691924727
2021-11-30,2909.480224609375,9524307.691924727
2021-12-01,2902.36669921875,9524307.691924727
2021-12-02,2987.73046875,9524307.691924727
2021-12-03,2966.38916015625,9524307.691924727
2021-12-06,2923.707763671875,9524307.691924727
2021-12-07,3009.0712890625,9524307.691924727
2021-12-08,2994.843994140625,9524307.691924727
2021-12-09,2980.616455078125,9524307.691924727
2021-12-10,2937.934814453125,9524307.691924727
2021-12-13,2959.275634765625,9524307.691924727
2021-12-14,2937.934814453125,9524307.691924727
2021-12-15,2987.73046875,9524307.691924727
2021-12-16,2945.04833984375,9524307.691924727
2021-12-17,2923.707763671875,9524307.691924727
2021-12-20,2930.821044921875,9524307.691924727
2022-01-27,2945.04833984375,9524307.691924727
2022-01-28,2945.04833984375,9524307.691924727
2022-01-31,2895.2529296875,9524307.691924727
2022-02-02,2895.2529296875,9524307.691924727
2022-02-03,2937.934814453125,9524307.691924727
2022-02-04,2994.843994140625,9524307.691924727
2022-02-07,3130.0029296875,9524307.691924727
2022-02-08,3158.457763671875,9524307.691924727
2022-02-09,3165.5712890625,9524307.691924727
2022-02-10,3179.798095703125,9524307.691924727
2022-02-11,3165.5712890625,9524307.691924727
2022-02-14,3137.11669921875,9524307.691924727
2022-02-15,3151.343994140625,9524307.691924727
2022-02-16,3144.23046875,9524307.691924727
2022-02-17,3130.0029296875,9524307.691924727
2022-02-18,3151.343994140625,9524307.691924727
2022-02-21,3194.026123046875,9524307.691924727
2022-02-22,3151.343994140625,9524307.691924727
2022-02-23,3186.912353515625,9524307.691924727
2022-02-24,3122.889404296875,9524307.691924727
2022-02-25,3236.707763671875,9524307.691924727
2022-03-01,3293.616943359375,9524307.691924727
2022-03-02,3243.821044921875,9524307.691924727
2022-03-04,3322.071533203125,9524307.691924727
2022-03-07,3215.366455078125,9524307.691924727
2022-03-08,3151.343994140625,9524307.691924727
2022-03-09,3250.935302734375,9524307.691924727
2022-03-10,3250.935302734375,9524307.691924727
2022-03-11,3254.0791015625,9524307.691924727
2022-03-14,3342.826904296875,9524307.691924727
2022-03-15,3409.387451171875,9524307.691924727
2022-03-16,3438.969970703125,9524307.691924727
2022-03-17,3438.969970703125,9524307.691924727
2022-03-18,3387.20068359375,9524307.691924727
2022-03-21,3394.59619140625,9524307.691924727
2022-03-22,3431.573974609375,9524307.691924727
2022-03-23,3438.969970703125,9524307.691924727
2022-03-24,3498.135498046875,9524307.691924727
2022-03-25,3483.343505859375,9524307.691924727
2022-03-28,3498.135498046875,9524307.691924727
2022-03-29,3468.55224609375,9524307.691924727
2022-03-30,3483.343505859375,9524307.691924727
2022-03-31,3446.365966796875,9524307.691924727
2022-04-01,3498.135498046875,9524307.691924727
2022-04-04,3475.948486328125,9524307.691924727
2022-04-05,3475.948486328125,9524307.691924727
