Date,Equity,BuyHold,phase
2021-02-09,10000000.0,10000000.0,IS
2021-02-10,10000000.0,9968750.542562516,IS
2021-02-11,10000000.0,9968750.542562516,IS
2021-02-15,10000000.0,10062502.130060246,IS
2021-02-16,10000000.0,10031250.529165909,IS
2021-02-17,10000000.0,9843750.569355726,IS
2021-02-18,10000000.0,9937500.013396606,IS
2021-02-19,10000000.0,10031250.529165909,IS
2021-02-22,10000000.0,9906250.55595912,IS
2021-02-23,10000000.0,10843750.35501004,IS
2021-02-24,10000000.0,10874999.812447526,IS
2021-02-25,10000000.0,10906250.341613434,IS
2021-02-26,10000000.0,10906250.341613434,IS
2021-03-01,10000000.0,10906250.341613434,IS
2021-03-02,10000000.0,10812499.825844131,IS
2021-03-03,10000000.0,10750001.982697587,IS
2021-03-04,10000000.0,10499999.892827157,IS
2021-03-05,10000000.0,10374999.919620369,IS
2021-03-08,10000000.0,10437500.977952188,IS
2021-03-09,10000000.0,10281251.547307914,IS
2021-03-10,10000000.0,10625000.937762372,IS
2021-03-12,10000000.0,10781251.440135071,IS
2021-03-15,10000000.0,10562500.951158978,IS
2021-03-16,10000000.0,10499999.892827157,IS
2021-03-17,10000000.0,10593749.336868037,IS
2021-03-18,10000000.0,10781251.440135071,IS
2021-03-19,10000000.0,10750001.982697587,IS
2021-03-22,10000000.0,10562500.951158978,IS
2021-03-23,10000000.0,10499999.892827157,IS
2021-03-24,10000000.0,10531250.421993067,IS
2021-03-25,10000000.0,10656250.395199858,IS
2021-03-26,10000000.0,10906250.341613434,IS
2021-03-29,10000000.0,10656250.395199858,IS
2021-03-30,10000000.0,10562500.951158978,IS
2021-03-31,10000000.0,10687500.924365766,IS
2021-04-01,10000000.0,10593749.336868037,IS
2021-04-05,10000000.0,10562500.951158978,IS
2021-04-06,10000000.0,10531250.421993067,IS
2021-04-07,10000000.0,10625000.937762372,IS
2021-04-08,10000000.0,10593749.336868037,IS
2021-04-09,10000000.0,10499999.892827157,IS
2021-04-12,10000000.0,10343749.390454458,IS
2021-04-13,10000000.0,10406251.520514704,IS
2021-04-14,10000000.0,10437500.977952188,IS
2021-04-15,10000000.0,10499999.892827157,IS
2021-04-16,10000000.0,10499999.892827157,IS
2021-04-19,10000000.0,10437500.977952188,IS
2021-04-20,10000000.0,10374999.919620369,IS
2021-04-21,10000000.0,10249999.946413578,IS
2021-04-22,10000000.0,10406251.520514704,IS
2021-04-23,10000000.0,10343749.390454458,IS
2021-04-26,10000000.0,10156249.430644274,IS
2021-04-27,9976235.526326211,9875000.02679321,IS
2021-04-28,9913591.385701211,9812501.11191824,IS
2021-04-29,10101525.956013711,10000000.0,IS
2021-04-30,10101525.956013711,10000000.0,IS
2021-05-03,10007558.670857461,9906250.55595912,IS
2021-05-04,10132849.100544961,10031250.529165909,IS
2021-05-05,10101525.956013711,10000000.0,IS
2021-05-06,10070203.885701211,9968750.542562516,IS
2021-05-07,10070203.885701211,9968750.542562516,IS
2021-05-10,10007558.670857461,9906250.55595912,IS
2021-05-11,10038880.741169961,9937500.013396606,IS
2021-05-17,10070203.885701211,9968750.542562516,IS
