entry_date,exit_date,entry_price,exit_price,shares,hold_days,pnl,pnl_pct
2021-04-12,2021-04-22,3386.812921508789,3633.435059204102,2900,10,665985.6712709889,7.281835265511072
2021-06-28,2021-07-22,3193.749152709961,3373.4552508544925,3300,24,540721.3499387857,5.626806914126226
2021-12-01,2022-01-13,3861.6295568847654,3943.118274902344,2800,43,175606.42081438564,2.110215825137751
2022-07-06,2022-07-29,4261.238441162109,4432.163668945313,2600,23,389936.56027314067,4.011163189839939
2022-12-07,2023-01-18,4070.6341534423827,4013.291666748047,2800,42,-214802.66477444768,-1.4086868171595102
2023-07-20,2023-07-31,5062.898836669921,5309.760783691407,2200,11,488057.0925100371,4.875901237320734
2023-11-30,2023-12-01,4258.97266040039,4530.485577148438,2800,1,700790.8894547597,6.375080057980997
2024-01-17,2024-02-22,4258.97266040039,4156.227487304688,2900,36,-356381.814504575,-2.412440306344743
2024-04-19,2024-05-02,3864.624217529297,4077.4365802001957,3100,13,600299.5327825397,5.506676734716343
2024-05-30,2024-06-05,3715.391191040039,3952.2492052001953,3400,6,742346.6438871399,6.375049139680322
