entry_date,exit_date,entry_price,exit_price,stop_level,shares,hold_days,pnl,pnl_pct,exit_reason,atr_mult
2018-03-15,2018-03-21,2073.9441687011717,2168.6341346435547,2107.043568259247,4800,6,405410.0785506442,4.5656950351601555,signal,1.5
2018-03-23,2018-04-02,2051.1537264404296,2111.719490966797,2038.1409645850447,5000,10,252722.9296116326,2.952765740843466,signal,1.5
2018-04-30,2018-05-04,1890.7059889526365,1834.7666709375135,1835.6845131941104,5600,4,-363173.9033431709,-2.958647105471479,stop_loss,1.5
2018-06-28,2018-07-09,1614.7332326660155,1765.6324891967774,1682.001215185875,6300,11,899078.8537711632,9.345150857000629,signal,1.5
2018-09-05,2018-09-21,1720.4249681396484,1830.1573395385742,1750.2336687756383,6400,16,647399.0891187117,6.378213140999867,signal,1.5
2019-08-06,2019-08-19,2493.0080881347653,2552.8385846132783,2554.1156424344954,4700,13,224145.58131368645,2.399931904082875,stop_loss,1.5
2019-10-02,2019-10-18,2389.6392908935545,2533.037047119141,2451.4092953626505,5000,16,657558.1706812158,6.000811786617621,signal,1.5
2020-02-27,2020-03-02,2609.212890014648,2549.613824370045,2550.8892690045473,4800,4,-345362.1610862594,-2.2841779554549246,stop_loss,1.5
2020-05-18,2020-05-27,1370.942208618164,1659.89619921875,1525.234277002657,9000,9,2533819.5128382947,21.077036565373252,signal,1.5
2021-03-31,2021-04-05,2779.7913006591793,2656.457477626966,2657.786370812372,5300,5,-722491.5118994955,-4.436801532653433,stop_loss,1.5
2022-05-13,2022-05-31,3144.71634777832,3422.467109619141,3264.0303314452676,4500,18,1178327.9077296574,8.832299359433371,signal,1.5
2022-06-30,2022-07-20,3070.7233150634765,3178.5324973144534,3072.639195508082,4900,20,454509.6121797059,3.510872559638223,signal,1.5
2023-01-10,2023-02-01,3319.1223548583985,3502.926615600586,3405.4017790856738,4700,22,786495.3730887603,5.537736819889827,signal,1.5
2023-09-08,2023-09-26,4206.937866943359,4153.274751008729,4155.35242722234,3900,18,-287433.099173015,-1.275586130146955,stop_loss,1.5
